"y","x1","x2","x3","x4"
48.9858615640962,4.90522066722623,1.62682133998329,1.96995602093752,1
25.6977274509117,2.26419937242787,1.24101318647459,1.56655152468528,1
106.009887921875,5.57241355960752,2.1216340177976,3.23553854481779,1
56.3891442874836,5.64212155429024,2.12123619547533,2.89756645944159,1
30.1069940587459,3.08688148479982,0.16692281080608,0.948974971080582,1
51.9452491102854,4.69598580437198,4.16381296511494,5.21529571218363,1
53.8874413568583,5.16514142631671,2.658266683157,1.99847062155526,1
54.6943350987759,5.61031808953538,1.6634682985722,3.35721109622294,1
59.382562231618,5.62050874133843,3.51204738960041,3.36755093225285,1
54.8881344797142,5.52361021654183,2.03774061954637,3.22662263075717,1
67.7501827149448,6.75808202952419,2.80239841038763,4.30886497735175,1
37.1237095266597,3.65142836561825,1.11090102078093,1.16256888004861,1
64.4105069041014,6.2408143482258,3.42586903399469,4.26925355468901,1
52.9556332938125,5.33620104574558,1.98461655911057,3.3604179633481,1
52.0164049594419,4.97971690933601,2.99851717653834,3.86566173068634,1
68.1830819913745,6.74498638364832,2.64960047046126,2.80997450174694,1
55.5612272771923,6.02105484410974,0.245876905979419,2.74232431823283,1
38.6651192113237,4.05777443197641,0.613678622055148,2.38099082352998,1
43.2844323265506,4.11964226280481,2.20525681067793,2.24521896696229,1
50.1755165139372,4.61217430205625,3.37843765746232,3.03910331278156,1
53.6103291115723,5.26820130790651,1.72961215834832,0.474359348541027,1
42.0906614640603,4.15832783081163,1.80112097502385,3.15951153497889,1
80.9469883218951,7.74221824671053,3.71575520723616,2.19222300942128,1
44.2734237693117,4.15467616902027,2.55955065065369,2.65528604001618,1
89.5896825862114,4.03400171745346,1.18539007317053,2.87608789033267,1
80.3034487740087,8.22561470600491,2.32845352795953,2.50000778331259,2
58.9667582341138,6.06490364790159,2.68034307243055,4.16486344898095,2
48.1990013655584,4.86037148495383,2.71556870159572,3.92915218230416,2
52.0815564094333,5.38066261545306,2.48188266530427,4.31422294234026,2
50.3467238941442,5.12502520199638,1.77644515211847,0.546856574527048,2
52.4806510331285,5.73792083598088,0.585720245603908,1.5827037649703,2
73.6055780283207,7.3183368361996,3.71763372449383,3.98004804419195,2
62.7808730820175,6.35365414009497,2.68914754941529,2.41646641097124,2
60.8771243414278,6.21864460897481,2.95019850356484,4.52195976517097,2
44.2890023857547,4.56533732268274,1.84795328874155,2.27033227030405,2
43.2254700099293,4.43377864671155,2.17911719307424,3.61560590636334,2
47.5949551852388,5.12747144947864,1.1056815684315,2.20382989499025,2
55.9033391799434,6.0207477229327,1.05880674206203,2.10965501597603,2
91.2145720434245,4.34121546453412,1.70473994157147,2.68500952636127,2
55.5994431644115,5.61380266752987,2.82200506961074,3.343277448113,2
89.9502882490279,4.21044091406663,1.96994588825391,3.51002588736582,2
38.1866987452252,3.7432294909397,2.50339662279472,3.5261066862572,2
54.6904257845348,5.34096267032352,3.66899751543764,4.41737464466028,2
56.6348543974625,5.88554892106257,2.30249525061493,3.67992718868843,2
42.9240742849263,4.1032910671817,3.07183676890866,3.12639468143477,2
46.2344474176911,4.86375868216908,1.38326537821652,1.6329485597657,2
62.3542036328498,6.41265254488359,2.615129888871,3.70272491095017,2
41.6854004887577,4.37904001265738,1.5885782296718,2.78784765813844,2
58.4880938791084,5.99811944015321,2.38508900172237,2.69991995148726,2
34.6892695813843,3.92270165126582,0.474805329838017,3.18319335629141,2
41.1894840771773,4.34444097035833,1.62217899766662,3.29625496837189,2
55.7029526250615,5.67928180438481,2.62667056902426,3.36722463511119,2
50.7108401608649,5.25346651230235,2.18062867563107,3.31889432633633,2
59.647913847682,5.96850413837984,2.9119632696931,2.47101579652084,2
67.07002579933,6.86644859748036,2.93358587545843,4.38005435111406,2
110.355148038479,6.12164226562345,2.30796845398661,3.66289592631857,2
36.9100255648532,4.08816050379192,0.388058299002706,1.55258358959877,2
67.9564365725283,6.663346664833,3.50731261890261,2.0893677153803,2
43.3937448238346,4.70172460246096,1.31500021042772,3.64954099570279,2
99.5373337828889,5.24020397716999,0.926795023902322,2.6566735698277,2
56.0977049940869,6.06452143233835,2.8659970069612,4.76149187360805,3
28.2624007028434,3.25955359268359,1.42550271427424,3.67046231026376,3
148.929383516326,5.02760168385255,2.579647353223,4.45743561062082,3
58.996250658984,6.06158870403486,3.97154756567293,4.48856631235452,3
28.1351225381264,3.46357985692457,0.0974546343377207,0.988938700138421,3
33.1371261419581,3.55038676229936,2.12219263614041,2.35281845960651,3
35.3421507878161,3.93734378046227,1.67127587152569,2.24253869615316,3
37.1240573661776,3.99780779079743,2.5276731957016,4.14680884327241,3
44.6287770427299,4.86692223862809,2.28533198982878,3.05474571650248,3
46.073594833875,5.29484661335261,0.954774591614468,1.76320498095992,3
42.0678354672989,4.47047545315276,2.76568003937571,3.5899811740079,3
41.9851180699809,4.69772373423744,1.61553333837599,2.12438984949891,3
26.4243104309517,3.01495127124388,1.04287619451501,1.35222573640987,3
42.7211751763231,4.79647649221837,1.72892161438388,2.84539953228334,3
51.6804718979984,5.43554112388176,2.96528852047958,2.7276153538148,3
72.3212304776936,7.71503304286428,2.29523235809495,2.16619074540904,3
57.4612735959206,6.36012564942254,2.01332731329485,3.58283707708579,3
24.561387789199,2.57544620212608,2.0775018825342,3.48834201534039,3
26.8383617989584,3.35481850678002,0.178993344170818,1.82279027020853,3
44.560844220582,4.96208966838569,1.8217055241207,2.65016233539211,3
49.4712687684467,5.2499667797214,2.78347112233305,2.82722738007749,3
32.8169760578446,3.90640346197681,0.940294858284366,2.98392892524968,3
45.1040541485293,4.74251993573498,2.55102942870622,1.51779512544469,3
33.6999784844502,4.00040866885146,0.566433055219485,1.35582434808094,3
33.1585705411445,3.84785050050161,1.32194900235753,3.216324423711,3
59.6553895434068,6.78069162183118,1.03875286821394,2.86439287409563,3
44.6042742989467,4.93405393500874,1.9202830460571,2.56275365355249,3
26.326707373588,2.99183924239442,1.33779478704174,2.5658915596217,3
32.447096732983,3.9446100877343,0.421425530154929,1.97799241013033,3
27.7361515658418,3.4999631173125,-0.0321076204090045,1.56735491265656,3
47.8956810422612,5.18317857150621,2.46689593225001,3.12881147462545,3
52.1949942850825,5.56577966186359,3.05583953285489,4.35170142274884,3
85.9215634656551,4.27909112569358,0.23973274519109,1.39468719331908,3
37.8161374453272,4.12526619403668,2.18368934290272,3.09946693018958,3
59.7243310903478,6.38725818926908,3.13361831785569,4.87362010029327,3
45.3681368536068,4.60011298029617,3.55700861370921,3.36238859703776,3
57.0706884292746,5.9423775681794,3.06006171416334,2.00007347681566,3
25.3462561120732,3.1373089879071,0.393115834543663,2.12190700048965,3
62.0652464484906,6.78159054657721,2.04544026396912,2.84024744439373,3
57.2737452433439,6.27557011163861,1.91965768853872,2.27087416927092,3
